time,price
0,93.36729431152344
1,94.83396911621094
2,96.5426254272461
3,96.35194396972656
4,95.07591247558594
5,96.11731719970703
6,96.66725158691406
7,96.66725158691406
8,97.40060424804688
9,98.9332275390625
10,97.67193603515625
11,98.96990203857422
12,97.825927734375
13,97.47396087646484
14,98.83056640625
15,98.52992248535156
16,98.6839599609375
17,100.29724884033203
18,99.63721466064453
19,101.40457153320312
20,101.02174377441406
21,98.8834457397461
22,99.05243682861328
23,97.9649429321289
24,96.23079681396484
25,96.07646942138672
26,95.31227111816406
27,95.48859405517578
28,95.17267608642578
29,94.19535827636719
30,92.77719116210938
31,93.32823181152344
32,92.71099853515625
33,92.98286437988281
34,94.04837799072266
35,95.28290557861328
36,95.69435119628906
37,94.3863754272461
38,95.17999267578125
39,93.40711212158203
40,93.06847381591797
41,93.09789276123047
42,92.98011779785156
43,90.92598724365234
44,91.76532745361328
45,92.97274017333984
46,93.65010070800781
47,93.58380889892578
48,93.29666137695312
49,94.1949691772461
50,94.9753189086914
51,96.80857849121094
52,96.31527709960938
53,96.8233413696289
54,96.70549011230469
55,97.64051818847656
56,96.81592559814453
57,95.306640625
58,96.49198913574219
59,96.01342010498047
60,96.2196044921875
61,97.48342895507812
62,96.4504623413086
63,95.91191101074219
64,96.71613311767578
65,96.74563598632812
66,95.49136352539062
67,95.6315689086914
68,95.76433563232422
69,96.44310760498047
70,96.3619613647461
71,95.88243865966797
72,96.98167419433594
73,96.12586975097656
74,95.69059753417969
75,94.22976684570312
76,94.63557434082031
77,95.22578430175781
78,95.22578430175781
79,93.91254425048828
80,92.76155853271484
81,92.92386627197266
82,91.6729736328125
83,90.80801391601562
84,90.68233489990234
85,89.12977600097656
86,90.32744598388672
87,90.57139587402344
88,88.36837005615234
89,88.59754943847656
90,87.88778686523438
91,88.12438201904297
92,89.89131164550781
93,88.38314056396484
94,87.59942626953125
95,87.74734497070312
96,88.97459411621094
97,89.01154327392578
98,90.53447723388672
99,90.74146270751953
100,90.51969909667969
101,90.71923828125
102,89.74431610107422
103,88.49217987060547
104,87.06967163085938
105,88.20320892333984
106,87.12896728515625
107,87.03263092041016
108,86.3436050415039
109,85.5878677368164
110,87.38825225830078
111,87.38825225830078
112,87.52901458740234
113,88.21807098388672
114,87.53643035888672
115,87.10668182373047
116,88.22547149658203
117,86.42510223388672
118,85.90644073486328
119,86.64739227294922
120,86.3436050415039
121,85.373046875
122,87.63276672363281
123,87.02518463134766
124,85.85052490234375
125,86.13269805908203
126,87.72913360595703
127,88.55332946777344
128,89.31813049316406
129,87.55833435058594
130,86.1698226928711
131,85.90251159667969
132,86.18467712402344
133,87.09800720214844
134,87.69943237304688
135,88.15242004394531
136,87.78108215332031
137,88.25629425048828
138,88.80577850341797
139,89.91212463378906
140,90.1348876953125
141,90.61756134033203
142,89.9566879272461
143,89.6225814819336
144,90.3130874633789
145,90.98138427734375
146,91.93913269042969
147,91.20984649658203
148,90.52523803710938
149,91.32891845703125
150,92.52696990966797
151,91.38098907470703
152,92.8320541381836
153,92.32605743408203
154,92.02843475341797
155,92.24418640136719
156,92.66091918945312
157,91.93168640136719
158,92.83953094482422
159,93.77715301513672
160,94.0599136352539
161,94.0301513671875
