time,price
0,20.216691970825195
1,20.25846290588379
2,20.30023193359375
3,20.37541961669922
4,20.458961486816406
5,20.3670654296875
6,20.3670654296875
7,20.42554473876953
8,20.383773803710938
9,20.450605392456055
10,20.542499542236328
11,20.626041412353516
12,20.567564010620117
13,20.87666130065918
14,21.060447692871094
15,21.02703285217285
16,20.8265380859375
17,20.95184898376465
18,20.968555450439453
19,20.993616104125977
20,20.95184898376465
21,20.709583282470703
22,20.83489227294922
23,20.68451690673828
24,20.935138702392578
25,20.91843032836914
26,20.943490982055664
27,21.0186767578125
28,20.81818199157715
29,20.809829711914062
30,20.784765243530273
31,20.793119430541992
32,20.86830711364746
33,20.85159683227539
34,20.910078048706055
35,20.86830711364746
36,20.8265380859375
37,21.04374122619629
38,21.052095413208008
39,21.09386444091797
40,21.08551025390625
41,21.194114685058594
42,21.29435920715332
43,21.553335189819336
44,21.553335189819336
45,21.778892517089844
46,22.021160125732422
47,21.90420150756836
48,22.1297607421875
49,21.96268081665039
50,21.97103500366211
51,21.53662872314453
52,21.86243438720703
53,21.570043563842773
54,21.33613395690918
55,21.40296173095703
56,21.344484329223633
57,21.41967010498047
58,21.436378479003906
59,21.60346031188965
60,21.636877059936523
61,21.645227432250977
62,21.4781494140625
63,21.31106948852539
64,21.553335189819336
65,21.586750030517578
66,21.81231117248535
67,21.86243438720703
68,21.895851135253906
69,21.728769302368164
70,21.62851905822754
71,21.461442947387695
72,21.41131591796875
73,21.53662872314453
74,21.561689376831055
75,21.561689376831055
76,21.40296173095703
77,21.319421768188477
78,21.252592086791992
79,21.118927001953125
80,20.935138702392578
81,20.809829711914062
82,20.910078048706055
83,20.968555450439453
84,20.910078048706055
85,20.676164627075195
86,20.784765243530273
87,20.809829711914062
88,20.87666130065918
89,20.75970458984375
90,20.575916290283203
91,20.509082794189453
92,20.47566795349121
93,20.676164627075195
94,20.91843032836914
95,20.960203170776367
96,20.92678451538086
97,21.118927001953125
98,21.35283851623535
